Locality,Sub_locality,Street,Code
Beau Bassin,MORC NEW TOWN,Pluton,71407
Beau Bassin,MORC NEW TOWN,Roches Brunes Ave_part north,71407
Beau Bassin,MORC NEW TOWN,saturn,71407
Beau Bassin,MORC NEW TOWN,Spoutnik,71407
Beau Bassin,MORC VRS CHEBEL,MORC VRS CHEBEL,71621
Beau Bassin,NHDC VUILLEMIN,NHDC VUILLEMIN,71517
Beau Bassin,PALM PLAZA,PALM PLAZA,71518
Beau Bassin,PANORAMA,Panorama Lane,71622
Beau Bassin,PANORAMA,Colfin,71622
Beau Bassin,PANORAMA,Caboche,71622
Beau Bassin,PANORAMA,Ng Wan Hing,71622
Beau Bassin,PANORAMA,A_ Bernon Lane,71622
Beau Bassin,PANORAMA,Royal Rd from Panorama to Bernon,71622
Beau Bassin,POLICE FLATS 1,POLICE FLATS 1,71623
Beau Bassin,POLICE FLATS 2,POLICE FLATS 2,71624
Beau Bassin,RESIDENCE ST DANIEL,L Independence part _northern,71408
Beau Bassin,RESIDENCE ST DANIEL,Ariane  part  _west,71408
Beau Bassin,RESIDENCE ST DANIEL,South part of R_Rivet ending at Ariane,71408
Beau Bassin,ROCHES BRUNES,Allees des manguiers,71409
Beau Bassin,ROCHES BRUNES,Baboolll,71409
Beau Bassin,ROCHES BRUNES,east part of Ariane from R_Brunes to R_Maingard,71409
Beau Bassin,ROCHES BRUNES,Esprit Dennemont,71409
Beau Bassin,ROCHES BRUNES,Francois LIM,71409
Beau Bassin,ROCHES BRUNES,Independence,71409
Beau Bassin,ROCHES BRUNES,Jacmin,71409
Beau Bassin,ROCHES BRUNES,Jaumdally,71409
Beau Bassin,ROCHES BRUNES,M_Raffray,71409
Beau Bassin,ROCHES BRUNES,M_Vythilingum,71409
Beau Bassin,ROCHES BRUNES,marly,71409
Beau Bassin,ROCHES BRUNES,north side of Roches Brunes Avenue upto Ariane,71409
Beau Bassin,ROCHES BRUNES,P_Henessy from R_Brunes to R_maigard,71409
Beau Bassin,ROCHES BRUNES,Pere Arokeum,71409
Beau Bassin,ROCHES BRUNES,R_Balgobin,71409
Beau Bassin,ROCHES BRUNES,R_Rey,71409
Beau Bassin,ROCHES BRUNES,Rene Goblet,71409
Beau Bassin,ROCHES BRUNES,S_C_ Chung Ching Wah,71409
Beau Bassin,ROCHES BRUNES,S_K_Chady,71409
Beau Bassin,ROCHES BRUNES,Y_Forget,71409
Beau Bassin,ROCHES BRUNES,Sevremont _part,71519
Beau Bassin,ROCHES BRUNES,Dupont _north side,71519
Beau Bassin,ROCHES BRUNES,Ravi Shankar _ one side,71519
Beau Bassin,ROCHES BRUNES,Pepin _small part_one side,71519
Beau Bassin,SAINT MARTIN,SAINT MARTIN,90705
Beau Bassin,VERGER BISSAMBAR,Part of R_Rivet,71410
Beau Bassin,VERGER BISSAMBAR,Verger Bissambar Lane,71410
Beau Bassin,VERGER BISSAMBAR,P_Boodhram,71410
Beau Bassin,VERGER BISSAMBAR,Imp Bharati,71410
Beau Bassin,VERGER BISSAMBAR,S_M_Chellumbrum,71410
Beau Bassin,VERGER BISSAMBAR,School lane,71410
Beau Bassin,VUILLEMIN,Dupont _north side,71519
Beau Bassin,VUILLEMIN,Dr Pepin _from Arrighi to Randabel,71519
Beau Bassin,VUILLEMIN,Arrighi,71519
Beau Bassin,VUILLEMIN,D_Khodabacus,71519
Beau Bassin,VUILLEMIN,M_Vishnu Temple,71519
Beau Bassin,VUILLEMIN,A_N_ Solim,71519
Beau Bassin,VUILLEMIN,Imp J_Koenig,71519
Beau Bassin,VUILLEMIN,Hossenally Street,71519
Beau Bassin,VUILLEMIN,Donat Lane,71519
Beau Bassin,VUILLEMIN,Randabel _west,71519
Beau Bassin,VUILLEMIN,Ravi Shankar _ west side,71519
Beau Bassin,VUILLEMIN,Vuillemin Street,71519
Beau Vallon,Beau Vallon,,52201
Beau Vallon,Cite CHA,,52202
Beau Vallon,Cite NHDC,,52203
Beau Vallon,New Residential Area _Morc,,52204
Beau Vallon,Verger,,52205
Bel Air,Bel Air,,40101
Bel Air,Caroline,,40102
Bel Air,Ernest Florent,,40103
Bel Air,La Laura,,40104
Bel Air,La Lucie Roy,,40105
Bel Air,La Lucie  Building,,40106
Bel Air,Morcellement  Central,,40107
Bel Air,Morcellement  La Cheminee,,40108
Bel Air,Morcellement Pont Lardier,,40109
Bel Air,Petit Bois,,40110
Bel Air,Pont Lardier,,40111
Bel Air,Saint Michel,,40112
Bel Ombre,Beau Champ,,61001
Bel Ombre,Bel Ombre,,61002
Bel Ombre,Cite EDC Bel Ombre,,61003
Bel Ombre,Cite Longtill Bel Ombre,,61004
Bel Ombre,Sainte Marie,,61005
Bel Ombre,Saint Martin,,61006
Benares,BATIMARAIS,,61101
Benares,COLMAR,,61102
Benares,BENARES,,61103
Black River,Black River,,90601
Black River,Cite Carre DAs,,90602
Black River,Cite EDC,,90603
Black River,Cite Tamarinier,,90604
Black River,La Balise,,90605
Black River,La Balise Marina,,90606
Black River,La Mivoie,,90607
Black River,La Preneuse,,90608
Black River,La Tourelle View,,90609
Black River,Les Salines_Morc_ Plateau,,90610
Black River,London Complex,,90611
Black River,Martello Complex,,90612
Black River,Matala Villa,,90613
Black River,Morc Carlos,,90614
Black River,Morc Filature,,90615
Black River,Morc Majo,,90616
Black River,Morc Mont Calme,,90617
Black River,Morc Paul Hein,,90618
Black River,Morc Ramdenee,,90619
Black River,Morc_ Diocese,,90620
Black River,Morc_ Villaze,,90621
Black River,Nautica Complex,,90622
Black River,Plantation Marguery,,90623
Black River,River view Com Centre,,90624
Black River,Ruisseau Creole Complex,,90625
Black River,West Island Villa,,90626
Bois Cheri,Ahchin,,60201
Bois Cheri,Akla Road,,60202
Bois Cheri,Bois Cheri,,60203
Bois Cheri,Building,,60204
Bois Cheri,Cader Road,,60205
Bois Cheri,Cite EDC Bois Cheri,,60206
Bois Cheri,Cooperative,,60207
Bois Cheri,Heerallal Rd,,60208
Bois Cheri,Mambahal,,60209
Bois Cheri,Morc VRS,,60210
Bois Cheri,Porida,,60211
Bois Cheri,Residence Bois Cheri,,60212
Bois Cheri,Seeruttun Rd,,60213
Bois Cheri,Tivoli,,60214
Bois Des Amourettes,Anse Jonchee,,50401
Bois Des Amourettes,Bois Des Amourettes,,50402
Bois Des Amourettes,Domaine des Chasseur,,50403
Bois Des Amourettes,Providence,,50404
Bon Accueil,Mission Cross,,40202
Bon Accueil,Belvedere,,40203
Bon Accueil,Grand Bas Fond _northern part,,40204
Bon Accueil,Bon Accueil,,40205
Bon Accueil,Beau Bois,,40206
Bon Accueil,Quatre Bords,,40208
Bon Accueil,Latapie _eastern side,,40209
Bon Accueil,Off Beau Bois_Vrindavan,,43302
Bon Accueil,Grande Retraite,,43301
Bramsthan,Bramsthan,,43201
Brisee Verdiere,Latapie_western side,,42409
Brisee Verdiere,Brisee Verdiere,,42410
Brisee Verdiere,Mare DAustralia,,42411
Brisee Verdiere,Belvedere,,42403
Brisee Verdiere,Pont Praslin,,21612
Britannia,BRITANNIA,,61201
Britannia,CITE RAMPUR,,61202
Britannia,VRS BRITANNIA _land only,,61203
Britannia,RIVIERE DRAGON,,61204
Britannia,MORC VRS R_DRAGON,,61205
Britannia,CAMP BERTHAUD,,61206
Calebasses,Calebasses,,20201
Calebasses,Koyratty,,20202
Calebasses,LEspoir,,20203
Calebasses,Old Flacq,,20204
Camp Carol,Camp Carol,,52401
Camp Carol,Carreau Acacia,,52402
Camp Carol,La Cambuse,,52403
Camp Carol,Le Bouchon,,52404
Camp Carol,Mon Desert Mon Tresor,,52405
Camp Carol,Morc_ V_R_S M_ Desert,,52406
Camp De Masque,Balance John,,40301
Camp De Masque,Camp De Masque,,40302
Camp De Masque,Camp Sonar,,40303
Camp De Masque,L Unite,,40304
Camp De Masque Pave,Camp De Masque Pave,,40401
Camp De Masque Pave,Mare Goyaves,,40402
Camp De Masque Pave,Petite Cabane,,40403
Camp Diable,EDC CAMP DIABLE,,60301
Camp Diable,MORC SAVANNAH,,60302
Camp Diable,ILOT,,60303
Camp Diable,CAMP DIABLE,,60304
Camp Diable,NHDC CAMP DIABLE,,60305
Camp Diable,RICHE BOIS,,60306
Camp Ithier,Camp Ithier,,40501
Camp Ithier,Isidore Rose,,40502
Camp Ithier,Isidore Rose Pave,,40503
Cap Malheureux,Anse La Raie,,31701
Cap Malheureux,Bain Boeuf,,31702
Cap Malheureux,Calodyne,,31703
Cap Malheureux,Camp Gervaise,,31704
Cap Malheureux,Cape Garden,,31705
Cap Malheureux,Cap Malheureux,,31706
Cap Malheureux,Cayeux,,31707
Cap Malheureux,CHA,,31708
Cap Malheureux,Cite EDC,,31709
Cap Malheureux,Jardin du Cap,,31710
Cap Malheureux,La Roue Charette,,31711
Cap Malheureux,Mariamen Temple,,31712
Cap Malheureux,Morc Agnis Ph 2,,31713
Cap Malheureux,Morc Chetty 1,,31714
Cap Malheureux,Morc Chetty 2,,31715
Cap Malheureux,Morc Chetty 3,,31716
Cap Malheureux,Morc Garrib,,31717
Cap Malheureux,Morc Merven,,31718
Cap Malheureux,Morc Rouillard,,31719
Cap Malheureux,Mosque Rd,,31720
Cap Malheureux,NHDC,,31721
Cap Malheureux,Pavillon,,31722
Cap Malheureux,Pazani Mallaye,,31723
Cap Malheureux,Quartier La Ligne,,31724
Cap Malheureux,Residence du Nord,,31725
Cap Malheureux,St Francois,,31726
Cap Malheureux,Villa Maria Sq,,31727
Cascavelle,Beau Songes,,90201
Cascavelle,Camp Creoles,,90202
Cascavelle,Cascavelle,,90203
Cascavelle,Xavier,,90204
Case Noyale,Carreau Eucalyptus,,90301
Case Noyale,Case Noyale,,90302
Case Noyale,Cite CHA,,90303
Case Noyale,Ilot Fortier,,90304
Case Noyale,Morc Multipliants,,90305
Case Noyale,Petite Riviere Noire,,90306
Central Flacq,Belle Vue Allendy,,40601
Central Flacq,Boulet Blanc,,40602
Central Flacq,Boulet Rouge,,40603
Central Flacq,Boutique Coco,,40604
Central Flacq,Camp Garreau,,40605
Central Flacq,Central Flacq,,40606
Central Flacq,Cite Argy,,40607
Central Flacq,Cite Hibiscus,,40608
Central Flacq,Constance S_E,,40609
Central Flacq,Domaine La Colombe,,40610
Central Flacq,Hermitage,,40611
Central Flacq,La Source,,40612
Central Flacq,Morc Argy,,40613
Central Flacq,Morc Hospital,,40614
Central Flacq,Morc Robillard,,40615
Central Flacq,Nehru Nagar,,40616
Central Flacq,Plaine De Gersigny,,40617
Central Flacq,Riche Mare,,40618
Central Flacq,Saint Remy,,40619
Chamarel,Camp Madras,,90401
Chamarel,Chamarel,,90402
Chamarel,La Vielle Cheminee,,90403
Chamarel,La Ville Leon,,90404
Chamarel,Les Rouleaux,,90405
Chamarel,Piton,,90406
Chamarel,Societe St Denis,,90407
Chamarel,Ste Anne,,90408
Chamarel,Terre 7 Couleurs,,90409
Chamouny,Chamouny,,61301
Chamouny,Mare Anguilles,,61302
Chamouny,Mont Blanc,,61303
Chemin Grenier,Adventist RD,,60401
Chemin Grenier,Camp Barbe,,60402
Chemin Grenier,Camp Charlot,,60403
Chemin Grenier,Camp Fanny,,60404
Chemin Grenier,Camp Fanny Lorquet,,60405
Chemin Grenier,Camp Galets,,60406
Chemin Grenier,Camp Goolbar,,60407
Chemin Grenier,Camp Jeannette,,60408
Chemin Grenier,Camp Lilas,,60409
Chemin Grenier,Florentina,,60410
Chemin Grenier,Jooloom,,60411
Chemin Grenier,Jumbo,,60412
Chemin Grenier,Lotus,,60413
Chemin Grenier,Mont Carmel,,60414
Chemin Grenier,Morc Dunputh,,60415
Chemin Grenier,Mosque Rd,,60416
Chemin Grenier,New Mosque,,60417
Chemin Grenier,Plaine des Galets,,60418
Chemin Grenier,PlayGround,,60419
Chemin Grenier,Railway,,60420
Chemin Grenier,Riviere des Galets,,60421
Chemin Grenier,Saint Felix,,60422
Chemin Grenier,Satanah,,60423
Chemin Grenier,Social Welfare Centre Rd,,60424
Clemencia,Belle Rose,,40701
Clemencia,Clemencia,,40702
Cluny,Bemanique,,50501
Cluny,Camp Bengali,,50502
Cluny,Camp Ramdin,,50503
Cluny,Cluny,,50504
Cluny,Eau Bleue Tostee,,50505
Cluny,Railway,,50506
Congomah,Congomah,,20301
Congomah,Cite EDC,,20302
Congomah,Royal Rd,,20303
Cottage,Cite CHA,,30201
Cottage,Cottage North,,30202
Cottage,Cottage South,,30203
Cottage,Morc Beau Plateau,,30204
Cottage,Morc Kestrel,,30205
Cottage,Morc VRS,,30206
Cottage,NHDC,,30207
Creve Coeur,Creve Coeur,,20401
Creve Coeur,Morc_Creve,,20402
Creve Coeur,Ripaille 1_2_3,,20403
Creve Coeur,Robinson _Right side,,20404
Creve Coeur,Thomassin,,20405
Creve Coeur,Upper C_ Coeur,,20406
Curepipe,Arcades Currimjee,,74501
Curepipe,Barracks,,74502
Curepipe,B_ Sequard,,74503
Curepipe,Charles Lees,,74404
Curepipe,Clos  de la tour,,74405
Curepipe,Commerford,,74506
Curepipe,Commerson,,74407
Curepipe,E_ Laurent,,74208
Curepipe,Flat Lotus,,74309
Curepipe,Flat Mesnil,,74410
Curepipe,Flat St_ Antoine,,74311
Curepipe,Galeries Y_ Palach,,74412
Curepipe,Garden,,74213
Curepipe,Higginson,,74414
Curepipe,Ian Palach,,74415
Curepipe,Les Casernes,,74216
Curepipe,L_Geoffroy,,74517
Curepipe,Malartic,,74418
Curepipe,Malherbes,,74319
Curepipe,Morc Faucon,,74220
Curepipe,Morc_Senneville,,74221
Curepipe,Morc Souchon,,74222
Curepipe,Municipality,,74423
Curepipe,Noelville,,74224
Curepipe,Queen Elizabeth,,74425
Curepipe,R_Gujadhur,,74426
Curepipe,Robinson 1,,74527
Curepipe,Robinson 2,,74528
Curepipe,Robinson 3,,74529
Curepipe,Royal College,,74430
Curepipe,Salaffa Region,,74431
Curepipe,Ste Therese,,74432
Curepipe,Stevenson,,74533
Curepipe,Talipots,,74234
Curepipe,Thomy DArifat,,74335
Curepipe,W_ Churchill,,74536
Dagotiere,LAssurance,,80201
Dagotiere,Lower Dagotiere,,80202
Dagotiere,NHDC Dagotiere,,80203
Dagotiere,Upper Dagotiere,,80204
Dagotiere,Valetta,,80205
DEpinay,Camp Creole,,20501
DEpinay,Cite CHA,,20502
DEpinay,Depinay Village,,20503
DEpinay,Domaine de Rosalie,,20504
DEpinay,Grande Rosalie,,20505
DEpinay,Ilot,,20506
DEpinay,Jouvence,,20507
DEpinay,Le Plessis Mount,,20508
DEpinay,Mon Plaisir Mount,,20509
DEpinay,Monc_Le Plessis,,20510
DEpinay,Monc_Mount,,20511
DEpinay,Monc_Juwaheer,,20512
DEpinay,Monc V_R_S,,20513
DEpinay,Mon Gout,,20514
DEpinay,Mme Cayeux,,20515
DEpinay,The Mount,,20516
Dubreuil,DUBREUIL,,81501
Dubreuil,NHDC DUBREUIL,,81502
Dubreuil,RISHI DAYANAND,,81503
Dubreuil,SAMLO,,81504
Eau Coulee,Abbe de la caille,,74301
Eau Coulee,Abbe Laval,,74202
Eau Coulee,Bougainville,,74203
Eau Coulee,Camp Caval,,74504
Eau Coulee,Camp Dhoby,,74305
Eau Coulee,Camp Levieux,,74306
Eau Coulee,Camp Pierrot,,74207
Eau Coulee,Camp Rouillard,,74208
Eau Coulee,Castel,,74109
Eau Coulee,Cite du Pavillon,,74310
Eau Coulee,Cite Malherbes B,,74311
Eau Coulee,Cite MalherbesA,,74312
Eau Coulee,Cite Rivet,,74313
Eau Coulee,Cite Souchon,,74314
Eau Coulee,Clement Charoux,,74315
Eau Coulee,Couvent De Lorette Road,,74316
Eau Coulee,Cpe Rd_Dove st_De  sornay st,,74217
Eau Coulee,Daruty De Grand Pre 1,,74218
Eau Coulee,Daruty DE Grand Pre 2,,74519
Eau Coulee,E_Coulee Royal Rd 1,,74220
Eau Coulee,E_Coulee Royal Rd 2,,74321
Eau Coulee,E_Coulee_Hissandee_C_Cheron,,74222
Eau Coulee,Engrais Cathan,,74323
Eau Coulee,Engrais Martial 1,,74124
Eau Coulee,Engrais Martial 2,,74225
Eau Coulee,Flat Bahemia,,74226
Eau Coulee,Flat Baissac,,74327
Eau Coulee,Flat Bonomally,,74328
Eau Coulee,Flat Henessy,,74229
Eau Coulee,Flat Joomun,,74330
Eau Coulee,Hissandee,,74231
Eau Coulee,La Mairee,,74232
Eau Coulee,Lapeyrouse,,74233
Eau Coulee,Morc Burtun 111,,74334
Eau Coulee,Morc Piat,,74235
Eau Coulee,Morc Nasapen,,74336
Eau Coulee,Morc_ Adam,,74337
Eau Coulee,Morc_ Baptiste,,74338
Eau Coulee,Morc_ Camphriers,,74339
Eau Coulee,Morc_ Cantin,,74340
Eau Coulee,Morc_ Hossenbux,,74341
Eau Coulee,Municipal House,,74342
Eau Coulee,NHDC Complex,,74343
Eau Coulee,NHDC Prevert,,74344
Eau Coulee,Pope Henessy 1,,74245
Eau Coulee,Pope Henessy 2,,74446
Eau Coulee,Quatre Carreaux,,74347
Eau Coulee,Remono,,74248
Eau Coulee,Remono,,74449
Eau Coulee,Robinson,,74550
Eau Coulee,Royal Rd Shell_ Pope Henessy,,74451
Eau Coulee,Sir William Newton,,74252
Eau Coulee,Terre Coupe,,74553
Eau Coulee,Tout Court,,74354
Eau Coulee,Trou Aux Cerfs,,74555
Eau Coulee,Villa Chambly,,74356
Ebene,Ebene Cybercity,,72201
Ebene,Ebene S_E _Ebene Housing Estate,,72202
Ebene,Morc Ebene,,72203
Ecroignard,Ecroignard,,40801
Flic en Flac,Carriere,,90501
Flic en Flac,Flic en Flac,,90502
Flic en Flac,Hilton Hotel,,90503
Flic en Flac,La Pirogue,,90504
Flic en Flac,Manguiers,,90505
Flic en Flac,Morc Anna 1,,90506
Flic en Flac,Morc Anna 2,,90507
Flic en Flac,Morc Bismic,,90508
Flic en Flac,Morc de Chazal,,90509
Flic en Flac,Mouettes,,90510
Flic en Flac,Morc Safeland 1,,90511
Flic en Flac,Morc Safeland 2,,90512
Flic en Flac,Morc Safeland 3,,90513
Flic en Flac,Morc Palmyre,,90514
Flic en Flac,Residence St Jacques,,90515
Flic en Flac,Sand Hotel,,90516
Flic en Flac,Sofitel Hotel,,90517
Flic en Flac,Souffleurs,,90518
Flic en Flac,Taj and Mahadhiva Hotel,,90519
Flic en Flac,Tourtereaux,,90520
Flic en Flac,Wolmar,,90521
Fond du Sac,Fond du Sac East,,20601
Fond du Sac,Fond du Sac West,,20602
Fond du Sac,Morc Dilchand,,20603
FOREST_ SIDE,CAMP BOMBAY,Dr Bour St,74401
FOREST_ SIDE,CAMP LAGESSE,Camp Lagesse Lane,74402
FOREST_ SIDE,CAMP LAGESSE,Derby Lane,74402
FOREST_ SIDE,CAMP LAGESSE,Derby St South _from G Colin to C lagesse,74402
FOREST_ SIDE,CAMP LAGESSE,G Duval St from Melish to C Lagesse Lane,74402
FOREST_ SIDE,CAMP LAGESSE,Lagesse Lane,74402
FOREST_ SIDE,CAMP LAGESSE,Melish St,74402
FOREST_ SIDE,CAMP LE JUGE,Bakurally St,74403
FOREST_ SIDE,CAMP LE JUGE,Camp le Juge St,74403
FOREST_ SIDE,CELICOURT ANTELME,Acajou Lane,74444
FOREST_ SIDE,CELICOURT ANTELME,Celicourt Antelme,74444
FOREST_ SIDE,CELICOURT ANTELME,Finch Lane _Imp Raffray,74444
FOREST_ SIDE,CELICOURT ANTELME,Garage UBS,74444
FOREST_ SIDE,CELICOURT ANTELME,Impasse Bissessur,74444
FOREST_ SIDE,CELICOURT ANTELME,Imperial College,74444
FOREST_ SIDE,CELICOURT ANTELME,Marygold St,74444
FOREST_ SIDE,CELICOURT ANTELME,Orchidee,74444
FOREST_ SIDE,CELICOURT ANTELME,Royal Road from Fire Stn to Pasteur,74444
FOREST_ SIDE,CITE ATLEE,Ampere Ave,74405
FOREST_ SIDE,CITE ATLEE,Daffodil St,74405
FOREST_ SIDE,CITE ATLEE,Greenwood Ave,74405
FOREST_ SIDE,CITE ATLEE,Gustave Colin _south from Ampere St to street F,74405
FOREST_ SIDE,CITE ATLEE,J_S Rennie St,74405
FOREST_ SIDE,CITE ATLEE,Jean XX1 Ave,74405
FOREST_ SIDE,CITE ATLEE,Street F,74405
FOREST_ SIDE,CITE ATLEE,Street G,74405
FOREST_ SIDE,CITE CAMP LE JUGE,Gustave Colin _south from Oak ave to Rivulet,74406
FOREST_ SIDE,CITE CAMP LE JUGE,Ebony,74406
FOREST_ SIDE,CITE CAMP LE JUGE,Oaks,74406
FOREST_ SIDE,CITE JOACHIM,Ampere Street,74508
FOREST_ SIDE,CITE JOACHIM,Blakett St_,74508
FOREST_ SIDE,CITE JOACHIM,Curie Street,74508
FOREST_ SIDE,CITE JOACHIM,Darwin Street,74508
FOREST_ SIDE,CITE JOACHIM,Edison Street,74508
FOREST_ SIDE,CITE JOACHIM,Halley Street,74508
FOREST_ SIDE,CITE JOACHIM,Ingersol Street,74508
FOREST_ SIDE,CITE JOACHIM,St_F,74508
FOREST_ SIDE,CITE JOACHIM,St_G,74508
FOREST_ SIDE,CITE LA BRASSERIE,Bach Lane,74409
FOREST_ SIDE,CITE LA BRASSERIE,Chopin Lane,74409
FOREST_ SIDE,CITE LA BRASSERIE,La Brasserie Rd _south of Cite La Brasserie,74409
FOREST_ SIDE,CITE LA BRASSERIE,Mozart lane,74409
FOREST_ SIDE,CITE LA BRASSERIE,Schubert  lane,74409
FOREST_ SIDE,CITE LA BRASSERIE,Strauss lane,74409
FOREST_ SIDE,CITE ST LUC,Bambous lane,74410
FOREST_ SIDE,CITE ST LUC,Cactus lane,74410
FOREST_ SIDE,CITE ST LUC,Goyaviers lane,74410
FOREST_ SIDE,CITE ST LUC,Ravenal lane,74410
FOREST_ SIDE,CITE ST LUC,Sapins lane,74410
FOREST_ SIDE,CITE ST LUC,Sir G_Duval St bordering Cite St Luc,74410
FOREST_ SIDE,FLAT CEZANNE,,74511
FOREST_ SIDE,FLAT RAMDENEE,,74512
FOREST_ SIDE,FORST_ SIDE 1,G_Froppier _east from G_Colin to G_Bestel,74513
FOREST_ SIDE,FORST_ SIDE 1,Gustave Bestel Street,74513
FOREST_ SIDE,FORST_ SIDE 1,Impasse Derby,74513
FOREST_ SIDE,FORST_ SIDE 1,Mercury lane,74513
FOREST_ SIDE,FORST_ SIDE 1,Netupe lane,74513
FOREST_ SIDE,FORST_ SIDE 1,Impasse Goranah,74513
FOREST_ SIDE,FORST_ SIDE 1,Bonnefin St from Royal Rd to  G_Froppier St,74513
FOREST_ SIDE,FORST_ SIDE 1,Camp Franky _Garda lane,74513
FOREST_ SIDE,FORST_ SIDE 1,Mahogany lane,74513
FOREST_ SIDE,FORST_ SIDE 1,S_Pydiah St,74513
FOREST_ SIDE,FORST_ SIDE 1,G_Colin north from Roya Rd to Froppier,74513
FOREST_ SIDE,FORST_ SIDE 1,Royal Rd from G_ Colin  St to Le Printemps,74513
FOREST_ SIDE,FORST_ SIDE 2,Appanah lane,74514
FOREST_ SIDE,FORST_ SIDE 2,Chandrayah lane,74514
FOREST_ SIDE,FORST_ SIDE 2,Chandrayah lane 2,74514
FOREST_ SIDE,FORST_ SIDE 2,Dr H_ Robert St _south,74514
FOREST_ SIDE,FORST_ SIDE 2,Frederic Bonnefin Street from Froppier to Joachim,74514
FOREST_ SIDE,FORST_ SIDE 2,G_Froppier _west from Colin to H_Robert,74514
FOREST_ SIDE,FORST_ SIDE 2,G_Colin Street from Margeot to Froppier _north side,74514
FOREST_ SIDE,FORST_ SIDE 2,Haut plateau Lane _from H_Robert to Darwin,74514
FOREST_ SIDE,FORST_ SIDE 2,Impasse Benoit,74514
FOREST_ SIDE,FORST_ SIDE 2,Impasse G_Bestel,74514
FOREST_ SIDE,FORST_ SIDE 2,Impasse Loumeau,74514
FOREST_ SIDE,FORST_ SIDE 3,Maabar Lane,74514
FOREST_ SIDE,FORST_ SIDE 4,Morc Laurent lane,74514
FOREST_ SIDE,FORST_ SIDE 5,Poivre Street,74514
FOREST_ SIDE,HENRI ROBERT_north _WARD 2,,74215
FOREST_ SIDE,ICERY,3 Filling Stations _La Vigie,74416
FOREST_ SIDE,ICERY,Carosin lane,74416
FOREST_ SIDE,ICERY,Decaen _east,74416
FOREST_ SIDE,ICERY,Forest Side SSS,74416
FOREST_ SIDE,ICERY,SBM Park,74416
FOREST_ SIDE,LA BASSERIE_north,,74537
FOREST_ SIDE,lA BASSERIE_south,,74445
FOREST_ SIDE,LA CROIX,Cite Harel 1_ 2,74419
FOREST_ SIDE,LA CROIX,Bld Victoria,74419
FOREST_ SIDE,LA CROIX,La Croix lane,74419
FOREST_ SIDE,LA CROIX,E_ Nemorin,74419
FOREST_ SIDE,LA CROIX,Ethnicity,74419
FOREST_ SIDE,LA CROIX,Cure St from Nemorin to Ethnicity,74419
FOREST_ SIDE,LA CROIX,Seeneevassen St,74419
FOREST_ SIDE,LA CROIX,Seeneevassen lane,74419
FOREST_ SIDE,LES AUBINEAUX,,74420
FOREST_ SIDE,LOCAL GOVT SERVICE COMMISSION,,74421
FOREST_ SIDE,LOKANA,Impasse Maurel,74422
FOREST_ SIDE,LOKANA,LOkana Road,74422
FOREST_ SIDE,LOUIS PASTERUR,Pasteur,74423
FOREST_ SIDE,LOUIS PASTERUR,Swastica,74423
FOREST_ SIDE,LOUIS PASTERUR,Ex MBC,74423
FOREST_ SIDE,MAGNOLIAS FLATS,Royal Road East  from Magniola  to Pasteur,74424
FOREST_ SIDE,MAURICE MARTIN,Maurice Martin,74425
FOREST_ SIDE,MAURICE MARTIN,Decaen,74425
FOREST_ SIDE,MORC ANTELME,Barnet,74447
FOREST_ SIDE,MORC ANTELME,Barrow _Barlow,74447
FOREST_ SIDE,MORC ANTELME,Bristol,74447
FOREST_ SIDE,MORC ANTELME,Corby,74447
FOREST_ SIDE,MORC ANTELME,Hamilton,74447
FOREST_ SIDE,MORC ANTELME,Maidstone,74447
FOREST_ SIDE,MORC ANTELME,Mayfair,74447
FOREST_ SIDE,MORC ANTELME,Orient,74447
FOREST_ SIDE,MORC ANTELME,Stafford,74447
FOREST_ SIDE,MORC CARBONEL,Swift lane,74427
FOREST_ SIDE,MORC DEVOYENNE,,74428
FOREST_ SIDE,MORC LECLEZIO,,74429
FOREST_ SIDE,MORC PIAT,Meadow Lark Lane,74430
FOREST_ SIDE,MORC PIAT,Osprey Street,74430
FOREST_ SIDE,MORC PIAT,Pheasant lane,74430
FOREST_ SIDE,MORC PIAT,Sand Piper lane,74430
FOREST_ SIDE,MORC PIAT,Sheldrake Lane,74430
FOREST_ SIDE,MORC PILOT,,74448
FOREST_ SIDE,MORCELLEMENT DARUTY,,74532
FOREST_ SIDE,MORCELLEMENT RAMALINGUM,Bungsy Lane,74556
FOREST_ SIDE,MORCELLEMENT RAMALINGUM,Domur lane,74556
FOREST_ SIDE,MORCELLEMENT RAMALINGUM,Cardinal Margeot Street,74556
FOREST_ SIDE,MORCELLEMENT RAMALINGUM,G Colin Street _North side from Margeot to Ramalingum,74556
FOREST_ SIDE,MORCELLEMENT RAMALINGUM,Ramalingum Lane,74556
FOREST_ SIDE,PUBLIC SERVICE COMMISSION,,74434
FOREST_ SIDE,RESIDENCE LA COLOMBE,,74435
FOREST_ SIDE,RESIDENCE LES COLONIES,,74436
FOREST_ SIDE,RESIDENCE LES JASMINS,,74437
FOREST_ SIDE,ROCHECOUSTE,Filling Station Rochecouste,74438
FOREST_ SIDE,ROCHECOUSTE,Hibiscus,74438
FOREST_ SIDE,ROCHECOUSTE,Olsen,74438
FOREST_ SIDE,ROCHECOUSTE,Hortensia,74438
FOREST_ SIDE,ROCHECOUSTE,Jasmin,74438
FOREST_ SIDE,ROCHECOUSTE,Marguerite,74438
FOREST_ SIDE,ROCHECOUSTE,Rochecouste St,74438
